,Total_Capacity_in_kWh_month,Total_Availability_day_in_hours,Total_Availability_evening_in_hours,Total_Reliability,Total_Quality,Total_Legality,Total_Health
3247,0.0,,Missing_data,Missing_data,,-1,
3248,0.0,,Missing_data,Missing_data,,-1,
3249,0.0,,Missing_data,Missing_data,,-1,
3250,0.0,,Missing_data,Missing_data,,-1,
3251,0.0,,Missing_data,Missing_data,,-1,
3252,0.0,,Missing_data,Missing_data,,-1,
3253,9.3,22.0,3.0,Missing_data,No,1,No
3254,0.0,,Missing_data,Missing_data,,-1,
3255,4.65,23.0,3.0,Missing_data,No,1,No
3256,13.95,22.0,2.0,2.0,No,1,No
3257,13.95,23.0,4.0,1.0,No,1,No
3258,0.0,,Missing_data,Missing_data,,-1,
3259,0.0,,Missing_data,Missing_data,,-1,
3260,0.0,,Missing_data,Missing_data,,-1,
3261,0.0,,Missing_data,Missing_data,,-1,
3262,0.0,,Missing_data,Missing_data,,-1,
3263,0.0,,Missing_data,Missing_data,,-1,
3264,0.0,21.0,4.0,Missing_data,No,1,No
3265,69.77,18.0,3.0,3.0,No,1,No
3266,23.26,22.0,1.0,1.0,No,1,No
3267,186.05,14.0,4.0,Missing_data,Yes,1,No
3268,0.0,,Missing_data,Missing_data,Yes,1,No
3269,9.3,21.0,3.0,Missing_data,No,1,No
3270,0.0,,Missing_data,Missing_data,,-1,
3271,0.0,,Missing_data,Missing_data,,-1,
3272,13.95,13.0,1.0,3.0,No,1,No
3273,0.0,,Missing_data,Missing_data,,-1,
3274,0.0,,Missing_data,Missing_data,,-1,
3275,0.0,,Missing_data,Missing_data,,-1,
3276,9.3,22.0,2.0,1.0,Yes,1,No
3277,18.6,24.0,4.0,Missing_data,Yes,1,No
3278,4.65,22.0,2.0,Missing_data,No,1,No
3279,18.6,20.0,2.0,1.0,No,1,No
3280,23.26,23.0,4.0,Missing_data,Yes,1,No
3281,4.65,22.0,2.0,Missing_data,No,1,No
3282,4.65,23.0,4.0,Missing_data,No,1,No
3283,3.72,3.0,2.0,5.0,Yes,1,No
3284,0.0,,Missing_data,Missing_data,,-1,
3285,0.0,,Missing_data,Missing_data,,-1,
3286,0.0,,Missing_data,Missing_data,,-1,
3287,0.0,,Missing_data,Missing_data,,-1,
3288,0.0,,Missing_data,Missing_data,,-1,
3289,0.0,,Missing_data,Missing_data,,-1,
3290,0.0,,Missing_data,Missing_data,,-1,
3291,4.65,13.0,2.0,3.0,Yes,1,No
3292,6.05,19.0,1.0,1.0,No,1,No
3293,4.65,23.0,4.0,Missing_data,No,1,No
3294,0.0,,Missing_data,Missing_data,,-1,
