,Total_Capacity_in_kWh_month,Total_Availability_day_in_hours,Total_Availability_evening_in_hours,Total_Reliability,Total_Quality,Total_Legality,Total_Health
1629,0.0,,Missing_data,Missing_data,,-1,
1630,0.0,,Missing_data,Missing_data,,-1,
1631,0.0,,Missing_data,Missing_data,,-1,
1632,0.0,,Missing_data,Missing_data,,-1,
1633,0.0,,Missing_data,Missing_data,,-1,
1634,0.0,,Missing_data,Missing_data,,-1,
1635,0.0,,Missing_data,Missing_data,,-1,
1636,0.0,,Missing_data,Missing_data,,-1,
1637,0.0,,Missing_data,Missing_data,,-1,
1638,0.0,,Missing_data,Missing_data,,-1,
1639,0.0,,Missing_data,Missing_data,,-1,
1640,0.0,,Missing_data,Missing_data,,-1,
1641,0.0,,Missing_data,Missing_data,,-1,
1642,0.0,,Missing_data,Missing_data,,-1,
1643,0.0,,Missing_data,Missing_data,,-1,
1644,0.0,,Missing_data,Missing_data,,-1,
1645,0.0,,Missing_data,Missing_data,,-1,
1646,0.0,,Missing_data,Missing_data,,-1,
1647,0.0,,Missing_data,Missing_data,,-1,
1648,27.91,24.0,4.0,Missing_data,No,1,No
1649,9.3,24.0,4.0,Missing_data,Yes,1,No
1650,2.33,23.0,2.0,Missing_data,No,1,No
1651,18.6,16.0,3.0,3.0,Yes,1,No
1652,4.65,22.0,2.0,2.0,No,1,No
1653,4.65,22.0,4.0,Missing_data,No,1,No
1654,4.65,22.0,4.0,Missing_data,No,1,No
1655,32.56,20.0,3.0,Missing_data,No,1,No
1656,93.02,20.0,3.0,Missing_data,No,1,No
1657,6.98,17.0,3.0,3.0,No,1,No
1658,46.51,10.0,1.0,6.0,Missing_data,4,No
1659,11.63,14.0,2.0,4.0,No,1,No
1660,27.91,15.0,3.0,3.0,No,1,No
1661,32.56,23.0,4.0,Missing_data,No,1,No
1662,13.95,17.0,3.0,3.0,No,1,No
1663,0.0,12.0,1.0,4.0,Yes,2,No
1664,13.95,10.0,4.0,5.0,Yes,2,No
1665,23.26,22.0,4.0,Missing_data,No,1,No
1666,13.95,15.0,3.0,1.0,Yes,1,No
1667,18.6,12.0,1.0,4.0,Yes,4,No
1668,93.02,24.0,4.0,Missing_data,No,1,No
1669,23.26,21.0,2.0,3.0,Yes,1,No
1670,46.51,4.0,2.0,10.0,Yes,1,No
1671,23.26,21.0,3.0,5.0,Yes,1,No
1672,23.26,10.0,2.0,4.0,No,1,No
1673,13.95,15.0,2.0,Missing_data,Yes,1,No
1674,0.0,22.0,4.0,Missing_data,No,1,No
1675,0.0,24.0,3.0,Missing_data,Yes,1,No
1676,23.26,23.0,4.0,Missing_data,No,1,No
1677,4.65,16.0,3.0,4.0,No,1,No
1678,9.3,15.0,2.0,4.0,No,1,No
1679,18.6,22.0,2.0,2.0,No,1,No
1680,23.26,12.0,3.0,2.0,Yes,1,No
1681,23.26,22.0,2.0,5.0,Yes,1,No
1682,46.51,15.0,4.0,1.0,Yes,1,No
1683,9.3,15.0,4.0,1.0,No,1,No
1684,18.6,20.0,2.0,4.0,Yes,1,No
1685,0.0,,Missing_data,Missing_data,,-1,
1686,4.65,20.0,3.0,Missing_data,Missing_data,1,No
1687,18.6,23.0,3.0,Missing_data,No,1,No
1688,23.26,2.0,1.0,2.0,Yes,1,No
1689,18.6,10.0,2.0,3.0,No,1,No
1690,23.26,12.0,2.0,4.0,No,1,No
1691,0.0,,Missing_data,Missing_data,,-1,
1692,0.0,,Missing_data,Missing_data,,-1,
1693,0.0,,Missing_data,Missing_data,,-1,
1694,0.0,,Missing_data,Missing_data,,-1,
1695,0.0,,Missing_data,Missing_data,,-1,
1696,6.98,17.0,2.0,6.0,No,1,No
1697,6.98,21.0,3.0,2.0,Missing_data,1,
1698,0.0,21.0,4.0,Missing_data,No,6,No
1699,4.65,24.0,4.0,Missing_data,Yes,1,No
1700,4.65,24.0,4.0,Missing_data,No,1,No
1701,4.65,22.0,3.0,Missing_data,No,1,No
1702,13.95,22.0,4.0,2.0,No,1,No
1703,0.0,,Missing_data,Missing_data,,-1,
1704,0.0,,Missing_data,Missing_data,,-1,
1705,0.0,,Missing_data,Missing_data,,-1,
1706,0.0,,Missing_data,Missing_data,,-1,
1707,0.0,,Missing_data,Missing_data,,-1,
1708,0.0,,Missing_data,Missing_data,,-1,
1709,9.3,1.0,1.0,Missing_data,No,1,No
1710,9.302,,Missing_data,Missing_data,,-1,
1711,0.0,,Missing_data,Missing_data,,-1,
1712,4.65,18.0,3.0,3.0,Yes,1,No
1713,6.98,20.0,4.0,1.0,No,1,No
1714,23.26,10.0,1.0,5.0,Yes,1,No
1715,23.26,12.0,2.0,3.0,No,1,No
1716,9.3,10.0,1.0,2.0,Yes,1,No
1717,18.6,21.0,1.0,Missing_data,Yes,1,No
1718,9.3,4.0,1.0,5.0,Missing_data,1,No
1719,9.3,20.0,1.0,2.0,Yes,1,No
1720,9.3,10.0,1.0,4.0,No,1,No
1721,9.3,20.0,4.0,Missing_data,No,1,No
1722,16.28,21.0,1.0,4.0,No,1,No
1723,18.6,20.0,4.0,1.0,Yes,1,No
1724,0.0,10.0,2.0,4.0,No,1,No
1725,0.0,,Missing_data,Missing_data,,-1,
1726,11.63,19.0,1.0,Missing_data,Yes,1,No
1727,0.0,22.0,1.0,2.0,No,6,No
1728,0.0,,Missing_data,Missing_data,,-1,
1729,0.0,,Missing_data,Missing_data,,-1,
1730,0.0,,Missing_data,Missing_data,,-1,
1731,0.0,,Missing_data,Missing_data,,-1,
1732,18.6,5.0,4.0,5.0,No,1,No
1733,13.95,23.0,Missing_data,Missing_data,Missing_data,1,No
1734,13.95,19.0,3.0,5.0,Yes,1,No
1735,37.205,22.0,3.0,Missing_data,Yes,1,No
1736,9.3,20.0,4.0,3.0,Missing_data,1,No
1737,6.98,2.0,2.0,2.0,No,1,No
1738,9.3,15.0,2.0,3.0,Yes,1,No
1739,0.0,,Missing_data,Missing_data,,-1,
1740,0.0,,Missing_data,Missing_data,,-1,
1741,6.98,23.0,4.0,Missing_data,Yes,1,No
1742,0.0,,Missing_data,Missing_data,,-1,
1743,0.0,,Missing_data,Missing_data,,-1,
1744,4.65,21.0,4.0,2.0,No,1,No
1745,23.26,18.0,3.0,1.0,No,1,No
1746,4.65,22.0,4.0,Missing_data,No,1,No
1747,2.33,14.0,2.0,5.0,No,1,No
1748,13.95,15.0,3.0,2.0,Yes,1,No
1749,4.65,24.0,4.0,Missing_data,Yes,1,No
1750,9.3,22.0,4.0,2.0,No,1,No
1751,0.0,17.0,2.0,3.0,No,6,No
1752,18.6,24.0,4.0,Missing_data,Yes,1,No
1753,0.0,,Missing_data,Missing_data,,-1,
1754,2.79,23.0,4.0,Missing_data,No,1,No
1755,0.0,,Missing_data,Missing_data,,-1,
1756,0.0,,Missing_data,Missing_data,,-1,
1757,9.3,22.0,4.0,2.0,No,1,No
1758,4.65,22.0,4.0,1.0,No,1,No
1759,13.95,24.0,4.0,Missing_data,No,1,No
1760,0.0,,Missing_data,Missing_data,,-1,
1761,9.3,15.0,2.0,3.0,Yes,1,No
1762,0.0,,Missing_data,Missing_data,,-1,
1763,4.65,20.0,3.0,Missing_data,No,1,No
1764,6.98,23.0,4.0,Missing_data,No,2,No
1765,0.0,,Missing_data,Missing_data,,-1,
1766,23.26,4.0,3.0,3.0,No,1,No
1767,0.0,,Missing_data,Missing_data,,-1,
1768,9.3,15.0,1.0,1.0,Yes,1,No
1769,0.0,,Missing_data,Missing_data,,-1,
1770,32.56,24.0,4.0,Missing_data,No,1,No
1771,18.6,1.0,3.0,Missing_data,No,1,No
1772,162.79,24.0,4.0,Missing_data,No,1,No
1773,6.98,21.0,4.0,Missing_data,No,2,No
1774,18.6,24.0,4.0,Missing_data,Missing_data,1,No
1775,0.0,,Missing_data,Missing_data,,-1,
1776,0.0,,Missing_data,Missing_data,,-1,
1777,0.0,,Missing_data,Missing_data,,-1,
1778,4.65,20.0,2.0,2.0,No,1,No
1779,0.0,,Missing_data,Missing_data,,-1,
1780,11.16,10.0,1.0,2.0,No,1,No
1781,0.0,22.0,4.0,Missing_data,No,6,No
1782,9.3,20.0,2.0,2.0,No,1,No
1783,6.98,10.0,2.0,3.0,Missing_data,1,No
1784,4.65,10.0,2.0,3.0,No,1,No
1785,0.0,,Missing_data,Missing_data,,-1,
1786,0.0,,Missing_data,Missing_data,,-1,
1787,0.0,,Missing_data,Missing_data,,-1,
1788,0.0,,Missing_data,Missing_data,,-1,
1789,0.0,,Missing_data,Missing_data,,-1,
1790,0.0,,Missing_data,Missing_data,,-1,
1791,0.0,,Missing_data,Missing_data,,-1,
1792,6.98,20.0,Missing_data,3.0,Missing_data,1,No
1793,4.65,20.0,3.0,Missing_data,Yes,1,No
1794,0.0,,Missing_data,Missing_data,No,2,No
1795,4.65,24.0,4.0,Missing_data,No,1,No
1796,6.98,6.0,3.0,1.0,Yes,1,No
1797,6.98,24.0,4.0,Missing_data,Yes,2,No
1798,4.65,20.0,2.0,Missing_data,Yes,1,No
1799,0.0,,Missing_data,Missing_data,,-1,
1800,0.0,,Missing_data,Missing_data,,-1,
1801,0.0,,Missing_data,Missing_data,,-1,
1802,0.0,,Missing_data,Missing_data,,-1,
1803,0.0,,Missing_data,Missing_data,,-1,
1804,0.0,,Missing_data,Missing_data,,-1,
1805,4.65,,Missing_data,Missing_data,No,2,No
1806,4.65,24.0,4.0,Missing_data,No,1,No
1807,6.98,24.0,4.0,Missing_data,No,1,No
1808,0.0,,Missing_data,Missing_data,,-1,
1809,0.0,,Missing_data,Missing_data,,-1,
1810,9.3,1.0,4.0,Missing_data,Yes,2,No
1811,0.0,,Missing_data,Missing_data,,-1,
1812,0.0,,Missing_data,Missing_data,,-1,
1813,0.0,,Missing_data,Missing_data,,-1,
1814,0.0,,Missing_data,Missing_data,,-1,
1815,0.0,,Missing_data,Missing_data,,-1,
1816,0.0,16.0,2.0,Missing_data,No,1,No
1817,4.65,5.0,3.0,Missing_data,Yes,1,No
1818,4.65,3.0,3.0,2.0,No,1,No
1819,6.98,,2.0,Missing_data,No,2,No
1820,4.65,3.0,3.0,Missing_data,Yes,1,No
1821,0.0,,Missing_data,Missing_data,,-1,
1822,4.65,,Missing_data,Missing_data,No,2,No
1823,0.0,,Missing_data,Missing_data,,-1,
1824,0.0,,Missing_data,Missing_data,,-1,
1825,0.0,,Missing_data,Missing_data,,-1,
1826,2.33,23.0,4.0,Missing_data,No,1,No
1827,0.0,,Missing_data,Missing_data,,-1,
1828,4.65,2.0,2.0,2.0,No,1,No
1829,8.37,,Missing_data,Missing_data,Yes,1,No
1830,4.65,12.0,3.0,Missing_data,No,1,No
1831,4.65,,1.0,Missing_data,Yes,1,No
1832,13.95,5.0,2.0,1.0,No,1,No
1833,2.33,24.0,4.0,Missing_data,Yes,2,No
1834,6.98,18.0,3.0,4.0,Yes,1,No
1835,0.0,,Missing_data,Missing_data,,-1,
1836,0.0,,Missing_data,Missing_data,,-1,
1837,0.0,,Missing_data,Missing_data,,-1,
1838,0.0,,Missing_data,Missing_data,,-1,
1839,0.0,,Missing_data,Missing_data,,-1,
1840,9.3,2.0,2.0,3.0,No,2,No
1841,6.98,24.0,4.0,1.0,No,1,No
1842,4.65,,2.0,Missing_data,No,1,No
1843,4.65,24.0,4.0,Missing_data,No,1,No
1844,13.95,18.0,2.0,6.0,Yes,1,No
1845,4.65,24.0,4.0,Missing_data,No,1,No
1846,4.65,19.0,3.0,Missing_data,Yes,1,No
1847,6.98,6.0,2.0,Missing_data,No,1,No
1848,0.0,,Missing_data,Missing_data,,-1,
1849,4.65,5.0,3.0,1.0,No,1,No
1850,0.0,,Missing_data,Missing_data,,-1,
1851,2.33,,3.0,Missing_data,Missing_data,1,No
1852,0.0,,Missing_data,Missing_data,,-1,
1853,2.33,24.0,4.0,Missing_data,No,1,No
1854,2.79,18.0,2.0,3.0,Yes,1,No
1855,4.65,24.0,Missing_data,Missing_data,No,2,No
1856,2.33,2.0,3.0,Missing_data,Yes,1,No
1857,2.33,6.0,1.0,2.0,Yes,1,No
1858,0.0,,Missing_data,Missing_data,,-1,
1859,0.0,,Missing_data,Missing_data,,-1,
1860,0.0,,Missing_data,Missing_data,,-1,
1861,0.0,,Missing_data,Missing_data,,-1,
1862,0.0,,Missing_data,Missing_data,,-1,
1863,0.0,,Missing_data,Missing_data,,-1,
1864,0.0,,Missing_data,Missing_data,,-1,
1865,18.6,2.0,1.0,Missing_data,No,1,No
1866,5.58,23.0,4.0,Missing_data,No,1,No
1867,4.65,21.0,3.0,Missing_data,Yes,1,No
1868,4.65,22.0,4.0,Missing_data,Yes,1,No
1869,2.33,20.0,2.0,3.0,No,1,No
1870,4.65,,4.0,Missing_data,Yes,1,No
1871,0.0,,Missing_data,Missing_data,,-1,
1872,0.0,,Missing_data,Missing_data,,-1,
1873,0.0,,Missing_data,Missing_data,,-1,
1874,0.0,,Missing_data,Missing_data,,-1,
1875,0.0,,Missing_data,Missing_data,,-1,
1876,0.0,,Missing_data,Missing_data,,-1,
1877,0.0,,Missing_data,Missing_data,,-1,
1878,0.0,,Missing_data,Missing_data,,-1,
1879,0.0,,Missing_data,Missing_data,,-1,
1880,0.0,,Missing_data,Missing_data,,-1,
1881,0.0,,Missing_data,Missing_data,,-1,
1882,0.0,,Missing_data,Missing_data,,-1,
1883,0.0,,Missing_data,Missing_data,,-1,
1884,0.0,,Missing_data,Missing_data,,-1,
1885,0.0,,Missing_data,Missing_data,,-1,
1886,0.0,,Missing_data,Missing_data,,-1,
1887,0.0,,Missing_data,Missing_data,,-1,
1888,4.65,1.0,1.0,2.0,Yes,1,No
1889,0.0,,Missing_data,Missing_data,,-1,
1890,0.0,,Missing_data,Missing_data,,-1,
1891,2.33,,2.0,1.0,No,1,No
1892,0.0,,Missing_data,Missing_data,,-1,
1893,0.0,,Missing_data,Missing_data,,-1,
1894,9.3,24.0,1.0,Missing_data,No,1,No
1895,0.0,,Missing_data,Missing_data,,-1,
1896,0.0,,Missing_data,Missing_data,,-1,
1897,0.0,,Missing_data,Missing_data,,-1,
1898,0.0,,Missing_data,Missing_data,,-1,
1899,0.0,,Missing_data,Missing_data,,-1,
1900,0.0,,Missing_data,Missing_data,,-1,
1901,0.0,,Missing_data,Missing_data,,-1,
1902,0.0,,Missing_data,Missing_data,,-1,
1903,0.0,,Missing_data,Missing_data,,-1,
1904,0.0,,Missing_data,Missing_data,,-1,
1905,0.0,,Missing_data,Missing_data,,-1,
1906,0.0,,Missing_data,Missing_data,,-1,
1907,0.0,,Missing_data,Missing_data,,-1,
1908,0.0,,Missing_data,Missing_data,,-1,
1909,0.0,,Missing_data,Missing_data,,-1,
1910,0.0,,Missing_data,Missing_data,,-1,
1911,18.6,3.0,1.0,1.0,No,1,No
1912,9.3,20.0,4.0,Missing_data,No,1,No
1913,6.98,20.0,3.0,1.0,No,1,No
1914,46.51,3.0,1.0,1.0,No,2,No
1915,2.33,24.0,4.0,Missing_data,No,1,No
1916,9.3,24.0,Missing_data,Missing_data,No,2,No
1917,2.33,,3.0,Missing_data,No,1,No
1918,0.0,,Missing_data,Missing_data,,-1,
1919,13.95,20.0,3.0,Missing_data,No,1,No
1920,4.65,23.0,3.0,Missing_data,No,1,No
1921,0.0,,Missing_data,Missing_data,,-1,
1922,0.0,,Missing_data,Missing_data,,-1,
1923,0.0,,Missing_data,Missing_data,,-1,
1924,6.98,21.0,2.0,3.0,No,1,No
1925,6.98,20.0,2.0,Missing_data,No,1,No
1926,4.65,,2.0,Missing_data,Missing_data,1,No
1927,4.65,22.0,3.0,Missing_data,Yes,1,No
1928,13.95,22.0,4.0,1.0,No,1,No
1929,9.3,20.0,2.0,3.0,No,1,No
1930,0.0,,Missing_data,Missing_data,,-1,
1931,0.0,,Missing_data,Missing_data,,-1,
1932,0.0,,Missing_data,Missing_data,,-1,
1933,0.0,,Missing_data,Missing_data,,-1,
1934,0.0,,Missing_data,Missing_data,,-1,
1935,0.0,,Missing_data,Missing_data,,-1,
1936,9.3,23.0,4.0,1.0,No,1,No
1937,9.3,22.0,4.0,1.0,No,1,No
1938,9.3,22.0,3.0,3.0,No,1,No
1939,9.3,15.0,2.0,5.0,Yes,1,No
1940,9.3,18.0,1.0,Missing_data,No,1,No
1941,4.65,24.0,4.0,Missing_data,No,1,No
1942,9.3,18.0,1.0,Missing_data,Yes,1,Yes
1943,0.0,,Missing_data,Missing_data,,-1,
1944,0.0,,Missing_data,Missing_data,,-1,
1945,0.0,,Missing_data,Missing_data,,-1,
1946,0.0,,Missing_data,Missing_data,,-1,
1947,0.0,,Missing_data,Missing_data,,-1,
1948,0.0,,Missing_data,Missing_data,,-1,
1949,0.0,,Missing_data,Missing_data,,-1,
1950,0.0,,Missing_data,Missing_data,,-1,
1951,0.0,,Missing_data,Missing_data,,-1,
1952,0.0,,Missing_data,Missing_data,,-1,
1953,0.0,,Missing_data,Missing_data,,-1,
1954,0.0,,Missing_data,Missing_data,,-1,
1955,0.0,,Missing_data,Missing_data,,-1,
1956,0.0,,Missing_data,Missing_data,,-1,
1957,2.33,18.0,2.0,3.0,No,1,No
1958,0.0,,Missing_data,Missing_data,,-1,
1959,0.0,,Missing_data,Missing_data,,-1,
1960,23.26,20.0,3.0,1.0,Yes,1,No
1961,0.0,,Missing_data,Missing_data,,-1,
1962,11.16,20.0,3.0,2.0,Yes,1,No
1963,4.65,22.0,4.0,2.0,No,1,No
1964,4.65,17.0,2.0,3.0,Yes,1,No
1965,2.33,24.0,4.0,Missing_data,No,1,No
1966,9.3,20.0,3.0,1.0,Yes,1,No
1967,0.0,,Missing_data,Missing_data,,-1,
1968,0.0,,Missing_data,Missing_data,,-1,
1969,0.0,,Missing_data,Missing_data,,-1,
1970,0.0,,Missing_data,Missing_data,,-1,
1971,4.65,23.0,3.0,Missing_data,No,1,No
1972,6.98,22.0,3.0,Missing_data,No,1,No
1973,139.53,22.0,3.0,Missing_data,No,1,No
1974,9.3,22.0,3.0,Missing_data,Missing_data,1,No
1975,23.26,23.0,4.0,Missing_data,No,1,No
1976,9.3,23.0,3.0,1.0,No,1,No
1977,9.3,22.0,4.0,1.0,No,1,No
1978,55.81,22.0,4.0,Missing_data,No,1,No
1979,0.0,,Missing_data,Missing_data,,-1,
1980,0.0,,Missing_data,Missing_data,,-1,
1981,4.65,24.0,4.0,Missing_data,No,2,No
1982,0.0,,Missing_data,Missing_data,,-1,
1983,0.0,,Missing_data,Missing_data,,-1,
1984,9.3,20.0,3.0,Missing_data,No,1,No
1985,5.58,22.0,1.0,2.0,No,1,No
1986,4.65,20.0,3.0,1.0,Yes,1,No
1987,4.65,20.0,3.0,1.0,No,1,No
1988,9.3,21.0,1.0,2.0,No,2,No
1989,2.33,22.0,2.0,3.0,Yes,1,No
1990,6.98,18.0,2.0,2.0,No,1,No
1991,0.0,,Missing_data,Missing_data,,-1,
1992,0.0,,Missing_data,Missing_data,,-1,
1993,0.0,,Missing_data,Missing_data,,-1,
1994,0.0,,Missing_data,Missing_data,,-1,
1995,0.0,,Missing_data,Missing_data,,-1,
1996,13.95,22.0,4.0,1.0,No,1,No
1997,2.33,24.0,4.0,4.0,No,1,No
1998,9.3,24.0,4.0,Missing_data,Yes,1,No
1999,2.33,21.0,3.0,2.0,Yes,1,No
2000,2.33,17.0,2.0,3.0,Yes,1,No
2001,13.95,18.0,3.0,5.0,Yes,1,No
2002,2.33,21.0,3.0,1.0,No,1,No
2003,0.0,,Missing_data,Missing_data,,-1,
2004,0.0,,Missing_data,Missing_data,,-1,
2005,0.0,,Missing_data,Missing_data,,-1,
2006,0.0,,Missing_data,Missing_data,,-1,
2007,0.0,,Missing_data,Missing_data,,-1,
2008,6.98,24.0,4.0,Missing_data,No,1,No
2009,13.95,24.0,4.0,Missing_data,No,1,No
2010,2.33,18.0,3.0,2.0,No,1,No
2011,4.65,5.0,2.0,3.0,No,1,No
2012,9.3,24.0,4.0,Missing_data,No,1,No
2013,4.65,22.0,3.0,Missing_data,No,1,No
2014,2.33,23.0,3.0,Missing_data,No,1,No
2015,0.0,,Missing_data,Missing_data,,-1,
2016,0.0,,Missing_data,Missing_data,,-1,
2017,0.0,,Missing_data,Missing_data,,-1,
2018,0.0,,Missing_data,Missing_data,,-1,
2019,0.0,,Missing_data,Missing_data,,-1,
2020,2.33,24.0,4.0,Missing_data,No,1,No
2021,0.0,,Missing_data,Missing_data,,-1,
2022,4.65,18.0,2.0,3.0,No,1,No
2023,2.33,24.0,4.0,Missing_data,No,1,No
2024,9.3,22.0,4.0,2.0,No,1,No
2025,4.65,22.0,4.0,2.0,No,1,No
2026,2.33,22.0,3.0,Missing_data,Yes,1,No
2027,0.0,,Missing_data,Missing_data,,-1,
2028,0.0,,Missing_data,Missing_data,,-1,
2029,0.0,,Missing_data,Missing_data,,-1,
2030,0.0,23.0,4.0,1.0,No,6,No
2031,0.0,,Missing_data,Missing_data,,-1,
2032,4.65,23.0,4.0,Missing_data,No,1,No
2033,6.98,20.0,4.0,Missing_data,No,1,No
2034,9.3,20.0,4.0,2.0,No,1,No
2035,93.02,22.0,4.0,Missing_data,No,1,No
2036,13.95,22.0,4.0,Missing_data,Yes,1,No
2037,9.3,24.0,4.0,Missing_data,No,1,No
2038,13.95,22.0,2.0,2.0,No,1,No
2039,0.0,,Missing_data,Missing_data,,-1,
2040,0.0,,Missing_data,Missing_data,,-1,
2041,0.0,,Missing_data,Missing_data,,-1,
2042,0.0,,Missing_data,Missing_data,,-1,
2043,0.0,,Missing_data,Missing_data,,-1,
2044,0.0,,Missing_data,Missing_data,,-1,
2045,2.0,18.0,3.0,4.0,No,1,No
2046,9.3,22.0,4.0,2.0,No,1,No
2047,6.98,16.0,3.0,1.0,Yes,1,No
2048,0.0,,Missing_data,Missing_data,,-1,
2049,4.65,24.0,4.0,Missing_data,No,1,No
2050,0.0,,Missing_data,Missing_data,Missing_data,6,No
2051,0.0,,Missing_data,Missing_data,,-1,
2052,0.0,,Missing_data,Missing_data,,-1,
2053,0.0,,Missing_data,Missing_data,,-1,
2054,0.0,,Missing_data,Missing_data,,-1,
2055,0.0,,Missing_data,Missing_data,,-1,
2056,18.6,24.0,4.0,Missing_data,Missing_data,1,No
2057,0.0,,Missing_data,Missing_data,,-1,
2058,27.91,23.0,4.0,1.0,No,1,No
2059,6.98,20.0,4.0,2.0,Missing_data,1,No
2060,4.65,1.0,1.0,2.0,No,1,No
2061,9.3,12.0,4.0,1.0,Yes,1,No
2062,0.0,,Missing_data,Missing_data,,-1,
2063,0.0,,Missing_data,Missing_data,,-1,
2064,0.0,,Missing_data,Missing_data,,-1,
2065,0.0,,Missing_data,Missing_data,,-1,
2066,0.0,,Missing_data,Missing_data,,-1,
2067,0.0,,Missing_data,Missing_data,,-1,
2068,9.3,22.0,4.0,2.0,No,1,No
2069,2.33,,4.0,Missing_data,No,1,No
2070,4.65,22.0,2.0,2.0,No,1,No
2071,11.63,15.0,2.0,Missing_data,Yes,1,No
2072,4.65,22.0,4.0,Missing_data,No,1,No
2073,0.0,,Missing_data,Missing_data,,-1,
2074,4.65,18.0,2.0,4.0,Yes,1,No
2075,0.0,,Missing_data,Missing_data,,-1,
2076,0.0,,Missing_data,Missing_data,,-1,
2077,0.0,,Missing_data,Missing_data,,-1,
2078,0.0,,Missing_data,Missing_data,,-1,
2079,0.0,,Missing_data,Missing_data,,-1,
2080,0.0,,Missing_data,Missing_data,,-1,
2081,0.0,,Missing_data,Missing_data,,-1,
2082,0.0,,Missing_data,Missing_data,,-1,
2083,0.0,,Missing_data,Missing_data,,-1,
2084,0.0,,Missing_data,Missing_data,,-1,
2085,0.0,,Missing_data,Missing_data,,-1,
2086,0.0,,Missing_data,Missing_data,,-1,
2087,0.0,,Missing_data,Missing_data,,-1,
2088,0.0,,Missing_data,Missing_data,,-1,
2089,0.0,,Missing_data,Missing_data,,-1,
2090,0.0,,Missing_data,Missing_data,,-1,
2091,9.3,22.0,4.0,Missing_data,No,1,No
2092,4.65,12.0,4.0,Missing_data,No,4,No
2093,13.95,6.0,4.0,1.0,No,1,No
2094,9.3,20.0,2.0,Missing_data,Yes,1,No
2095,3.72,20.0,1.0,2.0,Yes,1,No
2096,4.65,5.0,3.0,Missing_data,No,1,No
2097,0.0,,Missing_data,Missing_data,,-1,
2098,0.0,,Missing_data,Missing_data,,-1,
2099,0.0,,Missing_data,Missing_data,,-1,
2100,0.0,,Missing_data,Missing_data,,-1,
2101,0.0,,Missing_data,Missing_data,,-1,
2102,46.51,22.0,3.0,Missing_data,No,1,No
2103,11.63,23.0,2.0,2.0,No,1,No
2104,18.6,18.0,2.0,Missing_data,No,1,No
2105,9.3,18.0,2.0,3.0,No,1,No
2106,9.3,15.0,2.0,Missing_data,No,1,No
2107,4.65,22.0,3.0,2.0,No,1,No
2108,27.91,15.0,3.0,2.0,No,1,Yes
2109,4.65,19.0,3.0,2.0,No,1,No
2110,0.0,,Missing_data,Missing_data,,-1,
2111,0.0,,Missing_data,Missing_data,,-1,
2112,0.0,,Missing_data,Missing_data,,-1,
2113,0.0,,Missing_data,Missing_data,,-1,
2114,4.65,19.0,1.0,2.0,No,1,No
2115,4.65,20.0,3.0,1.0,No,1,No
2116,2.33,24.0,4.0,Missing_data,Yes,1,No
2117,9.3,24.0,4.0,Missing_data,Yes,1,No
2118,18.6,12.0,2.0,2.0,No,1,No
2119,23.26,24.0,4.0,Missing_data,Yes,1,No
2120,4.65,20.0,3.0,1.0,No,1,No
2121,0.0,,Missing_data,Missing_data,,-1,
2122,0.0,,Missing_data,Missing_data,,-1,
2123,0.0,,Missing_data,Missing_data,,-1,
2124,0.0,,Missing_data,Missing_data,,-1,
2125,0.0,,Missing_data,Missing_data,,-1,
2126,0.0,,Missing_data,Missing_data,,-1,
2127,0.0,,Missing_data,Missing_data,,-1,
2128,0.0,,Missing_data,Missing_data,,-1,
2129,0.0,,Missing_data,Missing_data,,-1,
2130,2.33,22.0,3.0,1.0,Missing_data,1,No
2131,13.95,22.0,3.0,1.0,Missing_data,1,No
2132,13.95,22.0,3.0,1.0,Missing_data,1,No
2133,0.0,,Missing_data,Missing_data,,-1,
2134,0.0,,Missing_data,Missing_data,,-1,
2135,0.0,,Missing_data,Missing_data,,-1,
2136,0.0,,Missing_data,Missing_data,,-1,
2137,0.0,,Missing_data,Missing_data,,-1,
2138,0.0,,Missing_data,Missing_data,,-1,
2139,0.0,,Missing_data,Missing_data,,-1,
2140,0.0,,Missing_data,Missing_data,,-1,
2141,0.0,,Missing_data,Missing_data,,-1,
2142,0.0,,Missing_data,Missing_data,,-1,
2143,0.0,,Missing_data,Missing_data,,-1,
2144,0.0,,Missing_data,Missing_data,,-1,
2145,0.0,,Missing_data,Missing_data,,-1,
2146,0.0,,Missing_data,Missing_data,,-1,
2147,0.0,,Missing_data,Missing_data,,-1,
2148,0.0,,Missing_data,Missing_data,,-1,
2149,0.0,,Missing_data,Missing_data,,-1,
2150,0.0,,Missing_data,Missing_data,,-1,
2151,0.0,,Missing_data,Missing_data,,-1,
2152,0.0,,Missing_data,Missing_data,,-1,
2153,0.0,,Missing_data,Missing_data,,-1,
2154,0.0,,Missing_data,Missing_data,,-1,
2155,0.0,,Missing_data,Missing_data,,-1,
2156,0.0,,Missing_data,Missing_data,,-1,
2157,0.0,,Missing_data,Missing_data,,-1,
2158,0.0,,Missing_data,Missing_data,,-1,
2159,0.0,,Missing_data,Missing_data,,-1,
2160,0.0,,Missing_data,Missing_data,,-1,
2161,0.0,,Missing_data,Missing_data,,-1,
2162,9.3,18.0,1.0,6.0,Yes,1,No
2163,2.33,22.0,3.0,Missing_data,No,1,No
2164,2.33,12.0,1.0,4.0,No,1,No
2165,4.65,24.0,2.0,Missing_data,No,1,No
2166,69.77,22.0,2.0,4.0,No,1,No
